"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"Eastern Buffer","EM2","1990-12-06","1","Surface Water","1.1","7.5","0.11","0.47","0.2","0.044","0.24","76","5.8","130","2.8","8.1","19.3","32.4"
"Eastern Buffer","EM2","1990-12-06","1","Middle Water","0.9","6.5","0.08","0.5","0.18","0.032","0.22","83","6.4","330","2.9","8.1","19.1","32.5"
"Eastern Buffer","EM2","1990-12-06","1","Bottom Water","0.7","4","0.05","0.36","0.1","0.021","0.12","92","7","150","7.6","8.1","19.2","32.8"
"Eastern Buffer","EM2","1991-01-07","1","Surface Water","0.6","3","0.06","0.33","0.11","0.024","0.16","95","7.4","1000","3.8","8.2","17.7","32.5"
"Eastern Buffer","EM2","1991-01-07","1","Middle Water","0.6","18","0.05","0.25","0.078","0.022","0.12","100","7.8","570","5.8","8.2","17.7","32.5"
"Eastern Buffer","EM2","1991-01-07","1","Bottom Water","0.8","9.5","0.04","0.29","0.05","0.015","0.08","94","7.4","950","5.1","8.2","17.7","32.5"
"Eastern Buffer","EM2","1991-02-08","1","Surface Water","1.5","2.5","0.04","0.54","0.18","0.018","0.33","96","8.5","10","1.5","8.2","17.1","31.3"
"Eastern Buffer","EM2","1991-02-08","1","Middle Water","1.2","2","0.04","0.64","0.17","0.018","0.28","91","8","10","1.5","8.2","17.1","32"
"Eastern Buffer","EM2","1991-02-08","1","Bottom Water","1","1.5","0.03","0.57","0.17","0.01","0.28","90","7.9","10","1.8","8.1","17.1","32"
"Eastern Buffer","EM2","1991-03-05","1","Surface Water","0.6","2","0.08","1.29","0.19","0.044","0.28","106","8.6","220","2.6","8","15.8","31.8"
"Eastern Buffer","EM2","1991-03-05","1","Middle Water","0.6","1.5","0.06","1.1","0.036","0.034","0.22","109","8.8","1300","2.7","8.1","15.6","31.9"
"Eastern Buffer","EM2","1991-03-05","1","Bottom Water","0.4","3.5","0.07","6.56","0.041","0.016","0.1","110","8.9","140","3.2","8.2","16.2","32.8"
"Eastern Buffer","EM2","1991-04-09","1","Surface Water","0.9","0.5","0.08","0.62","0.18","0.043","0.23","79","6.5","6800","1.5","8","19.7","33.1"
"Eastern Buffer","EM2","1991-04-09","1","Middle Water","0.7","1","0.08","0.83","0.1","0.027","0.13","83","6.8","900","0.9","8","19.7","33.2"
"Eastern Buffer","EM2","1991-04-09","1","Bottom Water","0.7","5","0.05","0.32","0.12","0.027","0.15","82","6.7","2200","2.9","8.1","19.6","33.3"
"Eastern Buffer","EM2","1991-05-06","1","Surface Water","0.5","2","0.03","0.37","0.032","0.009","0.04","91","6.9","10","3.9","8","23.2","33.6"
"Eastern Buffer","EM2","1991-05-06","1","Middle Water","0.4","1.5","0.11","0.7","0.037","0.009","0.04","86","6.6","10","3.9","8","22.3","33.6"
"Eastern Buffer","EM2","1991-05-06","1","Bottom Water","0.3","2","0.08","0.61","0.048","0.009","0.06","82","6.3","170","4.5","8","22.3","33.5"
"Eastern Buffer","EM2","1991-06-03","1","Surface Water","2.7","13","0.16","0.8","0.138","0.029","0.16","123","8.3","800","2","8.3","26.6","31.8"
"Eastern Buffer","EM2","1991-06-03","1","Middle Water","2","3.5","0.16","0.81","0.223","0.092","0.25","70","4.9","6800","1.9","8.2","24.1","32.7"
"Eastern Buffer","EM2","1991-06-03","1","Bottom Water","1","3","0.05","1.88","0.057","0.016","0.08","70","5.1","4200","2.3","8.1","22.1","33.8"
"Eastern Buffer","EM2","1991-07-05","1","Surface Water","1.3","1","0.11","0.5","0.14","0.022","0.35","102","7","70","2.7","8.3","24.6","29"
"Eastern Buffer","EM2","1991-07-05","1","Middle Water","1.5","9","0.12","0.5","0.14","0.024","0.36","86","6.2","90","2.5","8.3","23.9","30.7"
"Eastern Buffer","EM2","1991-07-05","1","Bottom Water","0.3","4","0.11","0.2","0.072","0.015","0.15","67","5","60","5.1","8.1","20.5","34.1"
"Eastern Buffer","EM2","1991-08-05","1","Surface Water","2.7","4.5","0.06","0.48","0.129","0.02","0.25","103","7.2","1100","3.3","8.4","24.3","28.6"
"Eastern Buffer","EM2","1991-08-05","1","Middle Water","1.3","6","0.08","0.54","0.218","0.033","0.36","54","4.1","3000","4.5","8.1","21.6","31.7"
"Eastern Buffer","EM2","1991-08-05","1","Bottom Water","1.1","2.5","0.06","0.52","0.156","0.025","0.27","53","4","1000","2.2","8.1","19.9","33.6"
"Eastern Buffer","EM2","1991-09-10","1","Surface Water","N/A","2","0.24","0.68","0.471","0.053","0.67","52","3.6","120","3.3","8.1","24.5","31.7"
"Eastern Buffer","EM2","1991-09-10","1","Middle Water","N/A","5.5","0.19","0.55","0.207","0.051","0.45","52","3.6","470","3.2","8.1","24.5","31.7"
"Eastern Buffer","EM2","1991-09-10","1","Bottom Water","0.1","6.5","0.19","0.44","0.025","0.024","0.26","61","4.3","3400","4.4","8.2","23.9","32.7"
"Eastern Buffer","EM2","1991-10-07","1","Surface Water","0.5","2","0.21","0.82","0.313","0.045","0.4","89","6.1","120","3.1","7.9","25.1","32.7"
"Eastern Buffer","EM2","1991-10-07","1","Middle Water","0.5","3.5","0.18","0.59","0.355","0.041","0.42","89","6.1","4600","3.2","7.9","25.1","32.7"
"Eastern Buffer","EM2","1991-10-07","1","Bottom Water","0.5","5.5","0.18","0.57","0.27","0.039","0.34","93","6.5","1900","4.5","7.9","25.1","32.8"
"Eastern Buffer","EM2","1991-11-04","1","Surface Water","0.6","3.5","0.15","0.79","0.37","0.051","0.46","74","5.5","430","1.9","7.8","23.9","32.5"
"Eastern Buffer","EM2","1991-11-04","1","Middle Water","0.5","4.5","0.22","0.81","0.366","0.049","0.46","60","4.5","410","5.1","7.9","23.8","32.8"
"Eastern Buffer","EM2","1991-11-04","1","Bottom Water","0.2","15","0.21","0.69","0.31","0.046","0.4","66","4.9","680","5.8","8","23.7","32.8"
"Eastern Buffer","EM2","1991-12-03","1","Surface Water","0.2","4","0.12","0.65","0.272","0.05","0.41","100","8","950","3.5","8","21","31"
"Eastern Buffer","EM2","1991-12-03","1","Middle Water","0.9","5.5","0.1","0.53","0.209","0.041","0.35","82","6.6","4400","2.8","8","20.7","31.4"
"Eastern Buffer","EM2","1991-12-03","1","Bottom Water","1","5.5","0.1","0.57","0.24","0.042","0.38","89","7.1","3400","2.5","8.1","20.5","31.7"
"Eastern Buffer","EM2","1992-01-03","1","Surface Water","1","3","0.11","0.41","0.183","0.032","0.29","113","10","4800","3.5","8.3","16.2","34.6"
"Eastern Buffer","EM2","1992-01-03","1","Middle Water","0.9","4.5","0.13","0.37","0.136","0.023","0.23","113","10","2500","3.5","8.8","16.5","34.7"
"Eastern Buffer","EM2","1992-01-03","1","Bottom Water","0.7","3.5","0.13","0.28","0.099","0.017","0.14","116","10.2","1100","4.5","8.9","16.6","34.9"
"Eastern Buffer","EM2","1992-02-14","1","Surface Water","1.2","4.5","0.08","0.33","0.049","0.013","0.11","77","6.4","600","4.1","8.1","15.7","32.1"
"Eastern Buffer","EM2","1992-02-14","1","Middle Water","1.3","5","0.09","0.35","0.053","0.013","0.12","77","6.3","530","4.6","8.1","15.7","32.1"
"Eastern Buffer","EM2","1992-02-14","1","Bottom Water","1.4","8","0.09","0.38","0.064","0.011","0.13","76","6.3","440","5.8","8.1","15.7","32.1"
"Eastern Buffer","EM2","1992-03-04","1","Surface Water","0.9","11","0.15","0.35","0.19","0.032","0.35","86","6.9","6800","5.3","8","16.6","31.8"
"Eastern Buffer","EM2","1992-03-04","1","Middle Water","0.8","7","0.14","0.33","0.152","0.022","0.29","88","7.1","3700","5.2","8","16.5","32"
"Eastern Buffer","EM2","1992-03-04","1","Bottom Water","0.8","15","0.11","0.16","0.074","0.011","0.15","92","7.4","580","7.3","8","16.5","32.4"
"Eastern Buffer","EM2","1992-04-01","1","Surface Water","0.7","4","0.05","0.59","0.119","0.018","0.16","87","7.4","1700","3.1","8.3","18.2","32.9"
"Eastern Buffer","EM2","1992-04-01","1","Middle Water","0.6","4","0.09","0.53","0.109","0.016","0.15","60","5.2","3500","3.2","8.1","18","32.6"
"Eastern Buffer","EM2","1992-04-01","1","Bottom Water","0.7","6","0.09","0.58","0.104","0.013","0.14","57","4.9","1300","4.7","8.1","17.9","32.6"
"Eastern Buffer","EM2","1992-05-04","1","Surface Water","1.1","4","0.09","0.23","0.086","0.008","0.14","94","6.7","2600","3.8","8.2","23.3","29.9"
"Eastern Buffer","EM2","1992-05-04","1","Middle Water","0.8","4.5","0.1","0.18","0.095","0.009","0.15","87","6.2","130","4.2","8.2","23.1","30.2"
"Eastern Buffer","EM2","1992-05-04","1","Bottom Water","0.7","5.5","0.11","0.3","0.152","0.015","0.21","75","5.4","1700","7","8.1","22.5","31.5"
"Eastern Buffer","EM2","1992-06-01","1","Surface Water","1.3","3","0.18","0.4","0.161","0.018","0.21","83","5.8","1400","2.5","8.2","25","31.7"
"Eastern Buffer","EM2","1992-06-01","1","Middle Water","1.1","7","0.13","0.39","0.147","0.018","0.2","81","5.7","2300","4.9","8.2","25","31.7"
"Eastern Buffer","EM2","1992-06-01","1","Bottom Water","1.1","12","0.08","0.47","0.135","0.019","0.19","83","5.8","2700","6.4","8.2","25","31.6"
"Eastern Buffer","EM2","1992-07-03","1","Surface Water","1.1","6","0.03","0.51","0.175","0.026","0.29","72","4.8","2000","6.5","8.2","28.3","28.2"
"Eastern Buffer","EM2","1992-07-03","1","Middle Water","0.9","6.5","0.03","0.48","0.165","0.026","0.25","72","4.8","3300","6.3","8.2","27.2","31.2"
"Eastern Buffer","EM2","1992-07-03","1","Bottom Water","1","6.5","0.11","0.47","0.196","0.024","0.28","65","4.5","2900","6.3","8.2","25.7","32.7"
"Eastern Buffer","EM2","1992-08-03","1","Surface Water","2","3","0.12","0.51","0.077","0.016","0.09","94","6.3","3","3.4","8","26.6","32.1"
"Eastern Buffer","EM2","1992-08-03","1","Middle Water","1.4","7","0.11","0.49","0.111","0.038","0.2","58","4.1","1500","6.3","7.8","22.8","33.2"
"Eastern Buffer","EM2","1992-08-03","1","Bottom Water","0.7","16","0.07","0.38","0.019","0.03","0.1","63","4.5","40","13","7.7","22.2","33.8"
"Eastern Buffer","EM2","1992-09-02","1","Surface Water","1.2","5.5","0.07","0.66","0.301","0.067","0.37","60","3.9","300","3.5","7.8","29.5","31.4"
"Eastern Buffer","EM2","1992-09-02","1","Middle Water","0.9","7.5","0.06","0.35","0.158","0.054","0.24","71","4.7","400","5","7.9","27.9","32.3"
"Eastern Buffer","EM2","1992-09-02","1","Bottom Water","1","46","0.06","0.34","0.014","0.038","0.16","60","4","300","30","7.9","27","32.7"
"Eastern Buffer","EM2","1992-10-02","1","Surface Water","0.8","3.5","0.13","1.11","0.273","0.057","0.68","111","7.2","80","3.4","8","28.5","32.3"
"Eastern Buffer","EM2","1992-10-02","1","Middle Water","0.5","8","0.11","0.73","0.188","0.046","0.28","140","9.2","290","3.5","8.1","28.2","32.6"
"Eastern Buffer","EM2","1992-10-02","1","Bottom Water","0.4","6","0.13","0.73","0.078","0.035","0.3","137","9.1","10","5.4","8.1","28.2","32.8"
"Eastern Buffer","EM2","1992-11-12","1","Surface Water","0.4","2","0.06","0.66","0.134","0.048","0.25","87","6.4","60","4.3","8","21.5","33"
"Eastern Buffer","EM2","1992-11-12","1","Middle Water","0.3","6","0.06","0.66","0.143","0.049","0.25","86","6.4","330","5.4","8","21.4","33.1"
"Eastern Buffer","EM2","1992-11-12","1","Bottom Water","0.6","10","0.05","0.55","0.079","0.038","0.17","92","6.8","320","11","8.1","21.4","33.1"
"Eastern Buffer","EM2","1992-12-02","1","Surface Water","0.4","5.5","0.19","0.72","0.278","0.027","0.37","115","8.6","700","5.2","8","20.2","33"
"Eastern Buffer","EM2","1992-12-02","1","Middle Water","0.4","N/A","N/A","N/A","N/A","N/A","N/A","106","7.9","1600","12","8.1","20.1","33"
"Eastern Buffer","EM2","1992-12-02","1","Bottom Water","0.6","N/A","N/A","N/A","N/A","N/A","N/A","137","10.8","1300","15","8.1","20.1","33"
"Eastern Buffer","EM2","1993-01-18","1","Surface Water","0.5","3","0.17","0.49","0.062","0.009","0.1","N/A","N/A","50","3.9","8.2","17.4","33.3"
"Eastern Buffer","EM2","1993-01-18","1","Middle Water","<0.1","4","0.13","0.49","0.074","0.008","0.12","N/A","N/A","60","3.7","8.2","17.4","33.3"
"Eastern Buffer","EM2","1993-01-18","1","Bottom Water","<0.1","5","0.12","0.54","0.079","0.015","0.12","N/A","N/A","120","4.9","8.2","17.2","33.4"
"Eastern Buffer","EM2","1993-02-10","1","Surface Water","<0.1","N/A","0.08","0.78","0.069","0.086","0.09","91","7.9","150","6.9","8.2","17","33.8"
"Eastern Buffer","EM2","1993-02-10","1","Middle Water","0.2","N/A","0.12","0.69","0.062","0.073","0.08","93","8.1","120","6.7","8.3","17","33.9"
"Eastern Buffer","EM2","1993-02-10","1","Bottom Water","0.2","N/A","0.08","0.72","0.064","0.067","0.09","91","8","80","9.1","8.2","17","33.9"
"Eastern Buffer","EM2","1993-03-08","1","Surface Water","0.5","1.5","0.08","0.31","0.068","0.011","0.09","91","8.1","130","1.4","8.2","17","33.3"
"Eastern Buffer","EM2","1993-03-08","1","Middle Water","0.5","2","0.09","0.33","0.089","0.022","0.11","90","7.9","140","1.5","8.2","17","33.3"
"Eastern Buffer","EM2","1993-03-08","1","Bottom Water","0.5","1.5","0.05","0.37","0.068","0.018","0.09","88","7.8","120","1.8","8.2","17","33.3"
"Eastern Buffer","EM2","1993-04-02","1","Surface Water","0.7","1.5","0.11","0.62","0.099","0.046","0.4","80","6","1500","2","8.1","19.2","33.5"
"Eastern Buffer","EM2","1993-04-02","1","Middle Water","0.6","1.5","0.07","0.64","0.115","0.038","0.37","89","6.7","210","2.6","8.2","19.1","33.6"
"Eastern Buffer","EM2","1993-04-02","1","Bottom Water","0.5","1.5","0.06","0.63","0.139","0.039","0.39","100","7.7","190","2","8.2","18.9","33.8"
"Eastern Buffer","EM2","1993-05-03","1","Surface Water","0.6","2.5","0.09","0.67","0.021","0.048","0.56","65","5.1","13000","5.1","7.8","21.9","32.8"
"Eastern Buffer","EM2","1993-05-03","1","Middle Water","0.5","17","0.07","0.74","0.021","0.053","0.48","62","4.8","11000","7.3","8","21.7","33.1"
"Eastern Buffer","EM2","1993-05-03","1","Bottom Water","0.5","11","0.05","0.54","0.021","0.032","0.31","71","5.6","600","7.7","8.1","21.4","34"
"Eastern Buffer","EM2","1993-06-09","1","Surface Water","0.9","1.5","0.08","0.55","0.012","0.048","0.41","70","4.9","3000","2.8","7.9","23.7","32.7"
"Eastern Buffer","EM2","1993-06-09","1","Middle Water","0.5","2","0.06","0.36","0.016","0.027","0.16","73","5.3","600","4.5","8","22.4","34.2"
"Eastern Buffer","EM2","1993-06-09","1","Bottom Water","0.3","5","0.06","0.27","0.007","0.021","0.08","74","5.3","90","5.1","8","22.3","34.3"
"Eastern Buffer","EM2","1993-07-12","1","Surface Water","4.3","2.5","0.04","0.64","0.23","0.016","0.46","96","6.6","60","4.2","8.4","27.8","25.9"
"Eastern Buffer","EM2","1993-07-12","1","Middle Water","1.7","6.5","0.06","0.84","0.035","0.035","0.66","45","3.3","900","7.3","8","24.4","33"
"Eastern Buffer","EM2","1993-07-12","1","Bottom Water","0.2","20","0.07","0.48","0.033","0.008","0.22","37","2.8","280","22.9","8","23.5","34.2"
"Eastern Buffer","EM2","1993-08-09","1","Surface Water","2.9","3.5","0.09","0.59","0.166","0.047","0.4","92","6.9","290","2.7","8.1","23.7","32.5"
"Eastern Buffer","EM2","1993-08-09","1","Middle Water","1.3","6.5","0.08","0.52","0.098","0.042","0.31","58","4.6","2700","4.3","8.1","21.8","34"
"Eastern Buffer","EM2","1993-08-09","1","Bottom Water","0.7","9.5","0.08","0.39","0.053","0.04","0.22","49","3.8","280","4.5","8.1","21.3","34.3"
"Eastern Buffer","EM2","1993-09-02","1","Surface Water","0.9","5","0.07","0.71","0.26","0.039","0.42","81","5.4","4600","2.7","8.2","27.3","31.8"
"Eastern Buffer","EM2","1993-09-02","1","Middle Water","0.5","5","0.05","0.47","0.133","0.032","0.17","75","5","3400","5.3","8.2","26.8","32.1"
"Eastern Buffer","EM2","1993-09-02","1","Bottom Water","0.6","7","0.06","0.57","0.151","0.053","0.21","78","5.2","14000","5.8","8.3","26.4","32.6"
"Eastern Buffer","EM2","1993-10-04","1","Surface Water","0.4","5.8","0.03","0.23","0.067","0.012","0.08","100","6.6","10","3.8","8.2","26.9","32.2"
"Eastern Buffer","EM2","1993-10-04","1","Middle Water","0.3","6.3","0.05","0.3","0.093","0.017","0.11","100","6.6","150","4","8.3","26.8","32.3"
"Eastern Buffer","EM2","1993-10-04","1","Bottom Water","0.3","6.8","0.04","0.32","0.079","0.016","0.1","97","6.5","80","5.1","8.3","26.8","32.4"
"Eastern Buffer","EM2","1993-11-01","1","Surface Water","0.4","7.9","0.06","0.6","0.064","0.03","0.14","95","6.6","50","3.8","8.3","24","32.8"
"Eastern Buffer","EM2","1993-11-01","1","Middle Water","0.4","8.5","0.07","0.6","0.075","0.018","0.15","95","6.6","230","4","8.3","24.1","32.8"
"Eastern Buffer","EM2","1993-11-01","1","Bottom Water","0.5","9.5","0.06","0.62","0.105","0.025","0.18","96","6.7","200","4.7","8.3","24.1","32.9"
"Eastern Buffer","EM2","1993-12-01","1","Surface Water","0.6","4.3","0.06","0.63","0.115","0.037","0.17","102","7.4","1300","2.8","8.2","21.5","32.6"
"Eastern Buffer","EM2","1993-12-01","1","Middle Water","0.5","4.6","0.06","0.74","0.119","0.032","0.18","90","6.5","300","2.7","8.3","21.5","32.7"
"Eastern Buffer","EM2","1993-12-01","1","Bottom Water","0.4","4.5","0.08","0.69","0.088","0.035","0.15","96","7","800","5.8","8.3","21.3","32.8"
"Eastern Buffer","EM2","1994-01-03","1","Surface Water","0.4","2.4","0.07","0.78","0.212","0.042","0.38","80","6.3","260","2.5","8.2","17.8","31"
"Eastern Buffer","EM2","1994-01-03","1","Middle Water","0.4","2.5","0.07","0.96","0.188","0.046","0.36","82","6.4","1200","2.7","8.2","17.6","31"
"Eastern Buffer","EM2","1994-01-03","1","Bottom Water","0.5","3.3","0.06","0.7","0.182","0.041","0.35","81","6.3","800","2.5","8.2","17.5","31"
"Eastern Buffer","EM2","1994-01-31","1","Surface Water","0.5","4.9","0.04","0.53","0.084","0.025","0.14","101","8","430","3.4","8.3","16.8","31.9"
"Eastern Buffer","EM2","1994-01-31","1","Middle Water","0.5","4.2","0.06","0.44","0.116","0.026","0.17","96","7.7","320","3","8.3","16.6","32"
"Eastern Buffer","EM2","1994-01-31","1","Bottom Water","0.4","4","0.05","0.42","0.054","0.023","0.11","98","7.8","200","5.3","8.3","16.6","32.1"
"Eastern Buffer","EM2","1994-03-02","1","Surface Water","0.2","4.7","0.04","0.64","0.081","0.021","0.15","88","6.9","310","2.7","8.4","17.1","33.1"
"Eastern Buffer","EM2","1994-03-02","1","Middle Water","0.3","4.9","0.03","0.54","0.092","0.02","0.16","89","7","240","2.5","8.4","17.1","33.2"
"Eastern Buffer","EM2","1994-03-02","1","Bottom Water","0.2","5","0.03","0.52","0.08","0.022","0.14","92","7.2","200","3.8","8.4","17.2","33.3"
"Eastern Buffer","EM2","1994-03-31","1","Surface Water","0.6","7.1","0.04","0.5","0.146","0.022","0.18","76","5.8","N/A","4.1","8.1","18.6","33.5"
"Eastern Buffer","EM2","1994-03-31","1","Middle Water","0.4","8.4","0.05","0.53","0.097","0.023","0.12","78","6","N/A","4.5","8.1","18.6","33.5"
"Eastern Buffer","EM2","1994-03-31","1","Bottom Water","0.4","8.5","0.04","0.54","0.12","0.02","0.15","79","6.1","N/A","3.6","8.1","18.6","33.6"
"Eastern Buffer","EM2","1994-05-02","1","Surface Water","0.8","3.3","0.08","0.34","0.171","0.028","0.25","69","4.8","80","2.3","8.1","24.9","32.9"
"Eastern Buffer","EM2","1994-05-02","1","Middle Water","0.7","3.3","0.05","0.34","0.158","0.036","0.22","79","5.5","80","2.4","8.2","23.9","33.8"
"Eastern Buffer","EM2","1994-05-02","1","Bottom Water","0.3","5","0.05","0.46","0.07","0.02","0.09","76","5.3","60","9.9","8.2","23.2","34.2"
"Eastern Buffer","EM2","1994-06-01","1","Surface Water","0.4","1.3","0.13","0.44","0.054","0.01","0.09","83","5.5","170","2.4","8.4","26.9","32.2"
"Eastern Buffer","EM2","1994-06-01","1","Middle Water","0.4","1.4","0.09","0.52","0.058","0.012","0.1","82","5.5","200","2.2","8.4","26.9","32.2"
"Eastern Buffer","EM2","1994-06-01","1","Bottom Water","0.3","1.2","0.09","0.49","0.041","0.012","0.07","82","5.5","610","4.1","8.4","26.8","32.6"
"Eastern Buffer","EM2","1994-07-04","1","Surface Water","1.2","2.2","0.05","0.61","0.113","0.034","0.29","74","5","1300","3.1","8.2","27.8","26.4"
"Eastern Buffer","EM2","1994-07-04","1","Middle Water","1.3","2","0.04","0.55","0.128","0.034","0.31","71","4.8","700","3.3","8.1","27.1","28"
"Eastern Buffer","EM2","1994-07-04","1","Bottom Water","1.4","2.7","0.06","0.53","0.129","0.037","0.31","34","2.4","1400","4.7","7.9","24.7","32.6"
"Eastern Buffer","EM2","1994-08-03","1","Surface Water","1.1","3.6","0.1","0.65","0.199","0.039","0.39","104","7.1","3100","2.9","8.3","28.4","23.2"
"Eastern Buffer","EM2","1994-08-03","1","Middle Water","1.5","3.4","0.08","0.72","0.14","0.032","0.33","91","6.1","2000","2.8","8.3","28","26.3"
"Eastern Buffer","EM2","1994-08-03","1","Bottom Water","1","2.4","0.07","0.49","0.162","0.03","0.27","44","3.1","2500","6.2","8","23.6","33.3"
"Eastern Buffer","EM2","1994-09-05","1","Surface Water","1","4.7","0.06","0.74","0.24","0.041","0.27","64","4.3","3200","4","8","28.1","31.1"
"Eastern Buffer","EM2","1994-09-05","1","Middle Water","0.9","5.3","0.06","0.75","0.26","0.038","0.29","66","4.4","3800","5.4","8","27.8","31.3"
"Eastern Buffer","EM2","1994-09-05","1","Bottom Water","0.9","7.2","0.07","0.68","0.229","0.039","0.26","68","4.6","2400","5.7","7.5","27.6","31.7"
"Eastern Buffer","EM2","1994-10-03","1","Surface Water","0.3","5.4","0.09","0.53","0.314","0.055","0.37","99","6.5","3700","5.1","8.1","27.6","31.9"
"Eastern Buffer","EM2","1994-10-03","1","Middle Water","0.1","4.8","0.08","0.67","0.305","0.05","0.36","88","5.8","3100","5.9","8.1","27.4","32"
"Eastern Buffer","EM2","1994-10-03","1","Bottom Water","0.1","4.6","0.07","0.55","0.281","0.043","0.33","95","6.2","1500","6.8","8.2","27.4","32.1"
