"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"Eastern Buffer","EM2","2022-02-12","1","Surface Water","0.7","2","0.02","0.12","0.026","<0.002","0.03","82","6.5","10","4","7.5","16.9","32.9"
"Eastern Buffer","EM2","2022-02-12","1","Middle Water","0.6","0.9","0.03","0.22","0.025","0.014","0.03","91","7.2","32","5.6","7.5","17","33"
"Eastern Buffer","EM2","2022-02-12","1","Bottom Water","0.6","1.9","0.02","0.33","0.023","<0.002","0.03","93","7.4","5","5.6","7.5","17.1","33.1"
"Eastern Buffer","EM2","2022-03-25","1","Surface Water","2.3","2.6","0.04","0.48","0.14","<0.002","0.16","91","6.9","810","4.8","7.6","19.7","32"
"Eastern Buffer","EM2","2022-03-25","1","Middle Water","1.9","3","0.03","0.4","0.049","<0.002","0.05","95","7.2","150","4.9","7.6","19.8","32.1"
"Eastern Buffer","EM2","2022-03-25","1","Bottom Water","1.6","2.2","<0.02","0.41","0.052","<0.002","0.06","95","7.1","43","5.1","7.6","19.9","32.3"
"Eastern Buffer","EM2","2022-04-02","1","Surface Water","0.5","2","0.03","1","0.066","0.003","0.07","84","6.3","1","6.7","7.7","20","32.1"
"Eastern Buffer","EM2","2022-04-02","1","Middle Water","0.4","5.4","0.04","0.63","0.05","<0.002","0.05","91","6.8","5","6.5","7.7","20.1","32.2"
"Eastern Buffer","EM2","2022-04-02","1","Bottom Water","0.5","6.7","0.03","0.63","0.055","<0.002","0.06","92","6.9","2","8.1","7.7","20.1","32.2"
"Eastern Buffer","EM2","2022-05-18","1","Surface Water","0.4","3.4","0.03","0.39","0.031","0.005","0.09","82","5.7","12","9.9","8.1","24.4","32.6"
"Eastern Buffer","EM2","2022-05-18","1","Middle Water","0.3","12","0.04","0.7","0.029","0.005","0.08","90","6.3","11","7","8.1","24.4","32.7"
"Eastern Buffer","EM2","2022-05-18","1","Bottom Water","2","1.4","<0.02","0.87","0.036","0.005","0.09","89","6.2","6","8.1","8.1","24.4","32.8"
"Eastern Buffer","EM2","2022-06-17","1","Surface Water","0.1","4.2","0.03","0.29","0.038","0.005","0.19","87","5.9","120","6.2","8","25.9","31.7"
"Eastern Buffer","EM2","2022-06-17","1","Middle Water","<0.1","5.6","0.03","0.13","0.023","0.003","0.05","69","4.7","86","7","7.9","24.5","34"
"Eastern Buffer","EM2","2022-06-17","1","Bottom Water","<0.1","5.6","0.03","0.2","0.006","0.007","0.08","69","4.7","16","8.7","7.9","24.5","34"
"Eastern Buffer","EM2","2022-07-08","1","Surface Water","0.2","4.2","0.04","0.69","0.16","0.016","0.64","84","6.8","820","7.5","7.8","27.4","26.6"
"Eastern Buffer","EM2","2022-07-08","1","Middle Water","<0.1","4","0.03","0.51","0.027","0.014","0.27","45","3.1","520","7.6","7.7","25.8","32.4"
"Eastern Buffer","EM2","2022-07-08","1","Bottom Water","<0.1","4.4","0.03","0.3","0.009","0.014","0.22","39","2.7","190","9.9","7.7","24.6","33.7"
"Eastern Buffer","EM2","2022-08-11","1","Surface Water","1.2","3.6","0.04","0.21","0.07","0.006","0.17","70","4.7","580","7.3","7.9","27.5","29.4"
"Eastern Buffer","EM2","2022-08-11","1","Middle Water","1","3.4","0.02","0.23","0.074","0.006","0.16","77","5.1","320","7.6","7.9","27.7","29.7"
"Eastern Buffer","EM2","2022-08-11","1","Bottom Water","0.8","8.6","0.04","0.38","0.062","0.007","0.13","76","5.1","130","11.1","7.9","27.7","30.1"
"Eastern Buffer","EM2","2022-09-17","1","Surface Water","0.5","2.7","0.08","0.47","0.11","0.013","0.24","71","4.6","13","15.4","7.3","28.9","32"
"Eastern Buffer","EM2","2022-09-17","1","Middle Water","0.2","2.8","0.07","0.39","0.062","<0.002","0.15","77","5","120","20","7.4","27.9","32.8"
"Eastern Buffer","EM2","2022-09-17","1","Bottom Water","<0.1","5.8","0.08","0.51","0.02","<0.002","0.1","58","3.9","16","50.4","7.3","26.5","33.4"
"Eastern Buffer","EM2","2022-10-03","1","Surface Water","<0.1","4.1","0.08","0.42","0.096","0.006","0.23","71","4.6","70","4.1","8","28.8","32.1"
"Eastern Buffer","EM2","2022-10-03","1","Middle Water","<0.1","4.8","0.08","0.5","0.072","0.008","0.18","78","5.1","190","4.3","8","28.4","32.5"
"Eastern Buffer","EM2","2022-10-03","1","Bottom Water","<0.1","4.6","0.07","0.27","0.046","0.008","0.13","83","5.4","150","4.1","8","28.4","32.8"
"Eastern Buffer","EM2","2022-11-07","1","Surface Water","0.4","3.1","0.07","0.72","0.017","0.019","0.22","88","6.3","12","49.7","7.2","23.1","33.1"
"Eastern Buffer","EM2","2022-11-07","1","Middle Water","0.3","9.7","0.07","0.53","0.01","0.02","0.2","90","6.4","100","75.2","7.2","22.9","33.1"
"Eastern Buffer","EM2","2022-11-07","1","Bottom Water","0.4","15","0.07","0.37","0.013","0.02","0.17","90","6.4","94","221.2","7.2","22.9","33.1"
"Eastern Buffer","EM2","2022-12-03","1","Surface Water","<0.1","10","0.07","0.24","0.085","0.017","0.18","84","6","160","4.1","8.1","22.9","32.5"
"Eastern Buffer","EM2","2022-12-03","1","Middle Water","<0.1","11","0.06","0.2","0.068","0.015","0.12","86","6.1","77","4.1","8.1","22.9","32.8"
"Eastern Buffer","EM2","2022-12-03","1","Bottom Water","<0.1","6.6","0.05","0.62","0.06","0.014","0.1","88","6.2","12","4.2","8.1","22.9","32.8"
"Eastern Buffer","EM2","2023-01-15","1","Surface Water","<0.1","1.8","0.08","0.74","0.12","0.019","0.34","72","5.5","120","0.8","7.3","18.7","32.6"
"Eastern Buffer","EM2","2023-01-15","1","Middle Water","0.1","1.4","0.08","0.8","0.13","0.035","0.35","86","6.6","280","1.7","7.3","18.5","32.6"
"Eastern Buffer","EM2","2023-01-15","1","Bottom Water","<0.1","1","0.08","0.54","0.08","0.02","0.3","92","7.2","130","1.3","7.4","18","32.7"
"Eastern Buffer","EM2","2023-02-09","1","Surface Water","0.8","8","0.07","0.27","0.062","0.018","0.11","84","6.5","240","1.1","7.5","17.8","33.2"
"Eastern Buffer","EM2","2023-02-09","1","Middle Water","0.9","5.6","0.1","0.27","0.054","0.015","0.1","103","8","190","1.2","7.5","17.9","33.2"
"Eastern Buffer","EM2","2023-02-09","1","Bottom Water","0.8","8","0.05","0.28","0.046","0.014","0.09","103","8","200","1.3","7.5","18","33.3"
"Eastern Buffer","EM2","2023-03-02","1","Surface Water","0.6","5.1","0.05","0.58","0.032","0.003","0.06","96","7.4","7","0.7","7.3","18.6","33.6"
"Eastern Buffer","EM2","2023-03-02","1","Middle Water","0.7","1.4","0.05","0.6","0.033","<0.002","0.07","95","7.3","18","1.5","7.3","18.5","33.6"
"Eastern Buffer","EM2","2023-03-02","1","Bottom Water","0.7","4.3","0.05","0.6","0.034","0.003","0.07","93","7.2","9","3.8","7.3","18.3","33.6"
"Eastern Buffer","EM2","2023-04-22","1","Surface Water","<0.1","2.1","0.03","0.21","0.056","<0.002","0.08","87","6.2","37","1.8","7.1","23.2","33.4"
"Eastern Buffer","EM2","2023-04-22","1","Middle Water","<0.1","2.2","0.03","0.31","0.054","<0.002","0.11","89","6.3","29","2.3","7.2","23.1","33.7"
"Eastern Buffer","EM2","2023-04-22","1","Bottom Water","<0.1","5.6","0.04","0.49","0.043","<0.002","0.05","87","6.1","30","4.9","7.1","23","33.8"
"Eastern Buffer","EM2","2023-05-08","1","Surface Water","2.6","4","0.05","0.97","0.11","0.02","0.22","78","5.4","100","3.3","7.4","24.3","33"
"Eastern Buffer","EM2","2023-05-08","1","Middle Water","0.7","5.2","0.05","0.96","0.11","0.024","0.21","85","5.9","160","2.1","7.4","24.4","33.2"
"Eastern Buffer","EM2","2023-05-08","1","Bottom Water","0.3","6","0.05","0.85","0.05","0.038","0.12","88","6.1","120","3","7.4","24.1","33.8"
"Eastern Buffer","EM2","2023-06-05","1","Surface Water","0.8","3.2","0.05","0.76","0.023","0.038","0.1","112","7.4","12","2.7","8.2","28","29.7"
"Eastern Buffer","EM2","2023-06-05","1","Middle Water","0.5","5.5","0.06","0.83","0.036","0.013","0.12","127","8.5","88","3.5","8","26.9","32.5"
"Eastern Buffer","EM2","2023-06-05","1","Bottom Water","0.1","6.8","0.07","0.8","0.037","0.053","0.12","77","5.2","110","5.6","8","25.8","33.4"
"Eastern Buffer","EM2","2023-07-03","1","Surface Water","0.7","2","0.07","0.81","0.12","0.009","0.44","109","7.5","250","3.8","7.9","25.9","30.1"
"Eastern Buffer","EM2","2023-07-03","1","Middle Water","0.4","5.8","0.05","1.13","0.068","0.017","0.29","62","4.3","490","4.8","7.8","23.9","33.1"
"Eastern Buffer","EM2","2023-07-03","1","Bottom Water","0.2","5","0.04","1.15","0.033","0.012","0.2","53","3.7","180","6.3","7.8","23.3","33.9"
"Eastern Buffer","EM2","2023-08-11","1","Surface Water","1.1","4.6","0.06","0.5","0.067","0.006","0.31","77","5.2","500","11.6","7.9","26","31.5"
"Eastern Buffer","EM2","2023-08-11","1","Middle Water","0.5","3.4","0.06","0.31","0.039","0.017","0.2","61","4.3","360","12.5","7.9","24.3","33.1"
"Eastern Buffer","EM2","2023-08-11","1","Bottom Water","0.2","4.9","0.05","0.16","0.006","0.013","0.12","59","4.2","190","12.2","7.9","22.7","34.2"
"Eastern Buffer","EM2","2023-09-15","1","Surface Water","0.6","3.8","0.08","0.28","0.055","0.015","0.16","109","7.3","160","3.2","7.9","27.1","31.5"
"Eastern Buffer","EM2","2023-09-15","1","Middle Water","0.3","5.5","0.07","0.16","0.009","0.008","0.07","69","4.6","18","3.3","7.9","26.4","32.6"
"Eastern Buffer","EM2","2023-09-15","1","Bottom Water","0.3","14","0.07","0.19","<0.005","0.006","0.07","80","5.4","8","7.4","7.9","26.1","33.1"
"Eastern Buffer","EM2","2023-10-04","1","Surface Water","0.1","7","0.05","0.2","0.05","0.007","0.09","107","6.8","20","3.2","7.9","29.6","32.1"
"Eastern Buffer","EM2","2023-10-04","1","Middle Water","0.2","5.7","0.06","0.11","0.012","<0.002","0.02","91","5.8","47","3.1","7.9","29.4","32.3"
"Eastern Buffer","EM2","2023-10-04","1","Bottom Water","<0.1","8.2","0.06","0.17","0.041","0.004","0.08","90","5.7","5","4.7","7.9","29.3","32.6"
"Eastern Buffer","EM2","2023-11-10","1","Surface Water","0.4","1.6","0.04","0.23","0.031","0.005","0.09","92","6.2","18","2.9","7.9","26.1","32.5"
"Eastern Buffer","EM2","2023-11-10","1","Middle Water","0.4","2.6","0.04","0.29","0.022","0.004","0.07","94","6.3","32","2.9","7.9","26.1","32.5"
"Eastern Buffer","EM2","2023-11-10","1","Bottom Water","0.3","7.3","0.06","0.2","0.028","0.004","0.08","94","6.3","52","5.6","7.9","26","32.6"
"Eastern Buffer","EM2","2023-12-14","1","Surface Water","0.9","2.5","0.06","0.22","0.026","0.008","0.1","78","5.5","45","2.9","8.2","23.2","33.1"
"Eastern Buffer","EM2","2023-12-14","1","Middle Water","0.9","3","0.06","0.19","0.033","0.005","0.11","79","5.6","56","3","8.2","23.2","33.1"
"Eastern Buffer","EM2","2023-12-14","1","Bottom Water","0.7","3.2","0.05","0.14","0.017","0.007","0.06","99","7","25","4.2","8.2","23.1","33.2"
"Eastern Buffer","EM2","2024-01-15","1","Surface Water","0.5","8.2","0.04","0.19","0.035","0.005","0.08","88","6.5","7","3","7.8","20.1","33.4"
"Eastern Buffer","EM2","2024-01-15","1","Middle Water","0.6","4","0.03","0.15","0.03","<0.002","0.06","107","8","38","2.8","7.8","20","33.5"
"Eastern Buffer","EM2","2024-01-15","1","Bottom Water","0.3","7.6","0.03","0.17","0.013","<0.002","0.02","104","7.8","9","5.9","7.8","20","33.8"
"Eastern Buffer","EM2","2024-02-03","1","Surface Water","0.3","3.4","0.04","0.16","0.015","<0.002","0.04","91","6.9","<1","0.2","8","19.1","34.1"
"Eastern Buffer","EM2","2024-02-03","1","Middle Water","0.3","2","0.03","0.14","0.018","<0.002","0.03","94","7.1","<1","0.2","8","19.1","34.1"
"Eastern Buffer","EM2","2024-02-03","1","Bottom Water","0.3","2.7","0.03","0.21","0.018","<0.002","0.03","93","7","<1","0.4","8","19.1","34.1"
"Eastern Buffer","EM2","2024-03-06","1","Surface Water","1.9","2.3","0.04","0.2","0.055","<0.002","0.1","95","7","4","2.4","7.7","20.1","34.2"
"Eastern Buffer","EM2","2024-03-06","1","Middle Water","1.9","<0.5","0.04","0.23","0.051","0.002","0.09","94","7","82","2.4","7.7","19.7","34.2"
"Eastern Buffer","EM2","2024-03-06","1","Bottom Water","1.9","1.6","0.04","0.14","0.035","0.003","0.06","95","7.1","14","2.7","7.7","19.7","34.4"
"Eastern Buffer","EM2","2024-04-11","1","Surface Water","0.4","3.8","0.05","0.22","0.036","0.005","0.09","101","7","1","2.7","7.6","23.7","33.6"
"Eastern Buffer","EM2","2024-04-11","1","Middle Water","0.4","2.8","0.06","0.2","0.022","<0.002","0.06","74","5.2","20","2.7","7.6","23.5","33.7"
"Eastern Buffer","EM2","2024-04-11","1","Bottom Water","0.3","1","0.06","0.17","0.007","0.002","0.03","92","6.4","5","3.3","7.6","23.5","34.1"
"Eastern Buffer","EM2","2024-05-17","1","Surface Water","<0.1","1.4","0.07","0.15","0.01","<0.002","0.03","82","5.6","<1","1.1","8.2","25.8","31.8"
"Eastern Buffer","EM2","2024-05-17","1","Middle Water","<0.1","6.9","0.08","0.2","0.006","0.005","0.02","86","5.9","<1","0.8","8.2","25.7","31.9"
"Eastern Buffer","EM2","2024-05-17","1","Bottom Water","<0.1","4.5","0.08","0.16","<0.005","0.031","0.02","79","5.4","3","2.3","8.2","25.7","32"
"Eastern Buffer","EM2","2024-06-21","1","Surface Water","3.2","6.2","0.05","0.73","0.051","0.009","0.42","85","5.7","350","2.5","8.3","27.4","27.7"
"Eastern Buffer","EM2","2024-06-21","1","Middle Water","1.3","13","0.06","0.37","0.034","0.006","0.2","84","5.7","210","2.5","8.1","26","31.5"
"Eastern Buffer","EM2","2024-06-21","1","Bottom Water","0.5","13","0.06","0.21","0.024","0.008","0.11","57","3.9","300","2.7","8","25.1","32.8"
"Eastern Buffer","EM2","2024-07-04","1","Surface Water","2.4","7","0.09","0.73","0.034","<0.002","0.45","102","7","420","4.1","7.7","27.7","24.1"
"Eastern Buffer","EM2","2024-07-04","1","Middle Water","0.4","2.9","0.13","0.37","0.044","0.009","0.22","66","4.6","370","3.7","7.3","24","32.1"
"Eastern Buffer","EM2","2024-07-04","1","Bottom Water","0.4","5.3","0.14","0.26","0.018","0.011","0.13","46","3.2","20","4.6","7.3","22.9","34.4"
"Eastern Buffer","EM2","2024-08-05","1","Surface Water","1","3","0.1","0.52","0.036","<0.002","0.22","79","5.3","58","3.1","8.2","26.6","31.1"
"Eastern Buffer","EM2","2024-08-05","1","Middle Water","<0.1","2.6","0.1","0.35","0.011","0.008","0.16","56","3.9","80","2.4","8","23.4","33.7"
"Eastern Buffer","EM2","2024-08-05","1","Bottom Water","<0.1","4","0.1","0.36","0.009","0.009","0.14","47","3.3","7","4.7","7.9","22.8","34.3"
"Eastern Buffer","EM2","2024-09-14","1","Surface Water","2.2","6.5","0.15","0.53","0.17","0.024","0.31","86","5.6","130","4","8","29","30.9"
"Eastern Buffer","EM2","2024-09-14","1","Middle Water","1.1","4","0.14","0.43","0.13","0.018","0.23","61","4","230","5","7.9","28.7","31.3"
"Eastern Buffer","EM2","2024-09-14","1","Bottom Water","0.7","4.8","0.15","0.32","0.098","0.019","0.19","64","4.2","280","6.3","7.9","28.3","32.2"
"Eastern Buffer","EM2","2024-10-07","1","Surface Water","<0.1","6.8","0.21","0.23","0.023","0.007","0.07","83","5.3","9","2.9","7.8","28.7","32.5"
"Eastern Buffer","EM2","2024-10-07","1","Middle Water","<0.1","4.5","0.22","0.2","0.027","0.007","0.07","60","3.9","46","2.7","7.8","28.6","32.5"
"Eastern Buffer","EM2","2024-10-07","1","Bottom Water","<0.1","5.2","0.28","0.18","0.021","0.006","0.06","64","4.1","41","4.1","7.8","28.5","32.6"
"Eastern Buffer","EM2","2024-11-06","1","Surface Water","0.8","18","0.11","0.23","0.017","0.011","0.14","77","5.2","8","2.6","7.8","26.2","32.6"
"Eastern Buffer","EM2","2024-11-06","1","Middle Water","0.8","12","0.12","0.23","0.007","0.004","0.11","65","4.4","33","2.5","7.8","26.1","32.6"
"Eastern Buffer","EM2","2024-11-06","1","Bottom Water","1.1","17","0.15","0.4","0.054","<0.002","0.16","66","4.4","20","5.6","7.8","26.2","32.7"
"Eastern Buffer","EM2","2024-12-10","1","Surface Water","0.8","4.3","0.05","0.38","0.061","0.005","0.24","91","6.7","200","2.3","7.8","21.6","31.6"
"Eastern Buffer","EM2","2024-12-10","1","Middle Water","0.3","4.4","0.04","0.33","0.052","0.013","0.22","92","6.7","130","2.6","7.8","21.8","31.9"
"Eastern Buffer","EM2","2024-12-10","1","Bottom Water","0.5","4.2","0.05","0.31","0.052","0.014","0.21","92","6.7","130","5.9","7.8","21.9","32"
"Eastern Buffer","EM3","1988-01-07","1","Surface Water","0.8","7.5","0.06","0.69","0.14","0.031","0.24","86","6.6","11","2.5","8.2","18.3","31.5"
"Eastern Buffer","EM3","1988-01-07","1","Middle Water","0.8","5","0.03","0.48","0.057","0.015","0.15","91","7.1","N/A","2.9","8.2","17.8","31.6"
"Eastern Buffer","EM3","1988-01-07","1","Bottom Water","0.8","2.5","0.02","0.39","0.013","0.008","0.09","98","7.7","9","2.9","8.2","17.7","31.7"
"Eastern Buffer","EM3","1988-02-08","1","Surface Water","0.6","6.5","0.07","0.4","0.016","<0.005","0.04","94","7.4","20","2.2","8.1","17.4","33"
"Eastern Buffer","EM3","1988-02-08","1","Middle Water","0.8","3","0.03","0.35","0.014","0.009","0.05","94","7.4","45","2.9","8.1","17.4","32.9"
"Eastern Buffer","EM3","1988-02-08","1","Bottom Water","0.7","3.5","0.04","0.41","0.079","0.03","0.11","91","7.2","30","2.8","8","17.5","33"
"Eastern Buffer","EM3","1988-03-07","1","Surface Water","1.1","10","0.11","0.65","0.013","0.008","0.11","89","7.4","7","2.2","8.1","14.6","31.9"
"Eastern Buffer","EM3","1988-03-07","1","Middle Water","0.7","10","0.07","0.64","0.015","0.009","0.13","85","7","49","1.4","8.1","14.7","31.9"
"Eastern Buffer","EM3","1988-03-07","1","Bottom Water","0.8","7.5","0.06","0.65","0.009","0.011","0.11","83","6.9","78","2.3","8.1","14.8","31.9"
"Eastern Buffer","EM3","1988-04-11","1","Surface Water","0.2","2.5","0.02","0.47","0.019","<0.005","0.04","99","7.8","13","6.1","8.3","17.1","32.8"
"Eastern Buffer","EM3","1988-04-11","1","Middle Water","N/A","4","0.02","0.81","0.016","<0.005","0.03","98","7.8","1","7","8.3","17","33"
"Eastern Buffer","EM3","1988-04-11","1","Bottom Water","N/A","3.5","0.13","0.65","0.014","<0.005","0.04","96","7.6","1","9","8.3","17.1","32.9"
"Eastern Buffer","EM3","1988-05-12","1","Surface Water","2.1","2","0.06","0.73","0.15","0.03","0.19","96","6.6","140","2.5","8.2","24.1","33"
"Eastern Buffer","EM3","1988-05-12","1","Middle Water","1.5","3","0.04","0.53","0.048","0.013","0.07","87","6.1","440","2.5","8","23.3","33.6"
"Eastern Buffer","EM3","1988-05-12","1","Bottom Water","1.3","1","0.03","0.49","0.05","0.008","0.07","82","5.8","37","2.5","8.2","22.4","34.3"
"Eastern Buffer","EM3","1988-06-06","1","Surface Water","0.3","0.5","<0.02","0.24","0.027","<0.005","0.04","95","6.3","3","3","8.2","26.3","33.7"
"Eastern Buffer","EM3","1988-06-06","1","Middle Water","0.2","2","<0.02","0.38","0.033","<0.005","0.04","91","6","45","3.9","8.2","26.1","33.7"
"Eastern Buffer","EM3","1988-06-06","1","Bottom Water","0.2","1","<0.02","0.36","0.039","0.005","0.05","84","5.6","50","4.3","8.2","25.8","33.9"
"Eastern Buffer","EM3","1988-07-08","1","Surface Water","0.8","4","0.03","0.75","0.037","0.005","0.09","93","6.3","N/A","3.5","8.1","25.9","31.4"
"Eastern Buffer","EM3","1988-07-08","1","Middle Water","0.5","2.5","0.03","0.62","<0.005","<0.005","0.04","74","5.3","27","3.5","8.1","22.6","34.2"
"Eastern Buffer","EM3","1988-07-08","1","Bottom Water","0.5","5.5","0.02","0.55","0.005","<0.005","0.04","75","5.3","9","6","8.1","22.3","34.3"
"Eastern Buffer","EM3","1988-08-12","1","Surface Water","0.7","1","<0.02","0.28","0.03","<0.005","0.04","95","6.3","35","2.8","8.5","27.5","30.7"
"Eastern Buffer","EM3","1988-08-12","1","Middle Water","0.3","3.5","0.02","0.36","0.056","0.012","0.11","63","4.3","N/A","3","8.2","25.3","32.5"
"Eastern Buffer","EM3","1988-08-12","1","Bottom Water","0.1","2.5","0.02","0.2","0.005","<0.005","0.01","56","4","130","4.5","8.2","22.3","34.2"
"Eastern Buffer","EM3","1988-09-13","1","Surface Water","1.8","3","<0.02","0.3","0.01","0.005","0.09","131","8.9","3","1","8.7","27.7","25.4"
"Eastern Buffer","EM3","1988-09-13","1","Middle Water","2.1","2.5","0.02","0.33","0.01","<0.005","0.04","73","5.1","60","1","8.6","24.1","32.5"
"Eastern Buffer","EM3","1988-09-13","1","Bottom Water","1.9","2.5","0.02","0.3","0.008","<0.005","0.06","59","4.3","26","1","8.7","22.3","34.2"
"Eastern Buffer","EM3","1988-10-07","1","Surface Water","0.9","1.5","<0.02","0.2","0.021","<0.005","0.03","98","6.7","10","1.5","8.5","24.9","31.9"
"Eastern Buffer","EM3","1988-10-07","1","Middle Water","0.5","2","<0.02","0.15","0.013","<0.005","0.03","95","6.6","540","1.9","8.5","24.6","31.9"
"Eastern Buffer","EM3","1988-10-07","1","Bottom Water","0.4","4","<0.02","0.17","0.031","<0.005","0.07","81","5.7","78","1.7","8.4","24.2","32.1"
"Eastern Buffer","EM3","1988-11-18","1","Surface Water","<0.1","2.5","0.08","0.63","0.33","0.056","0.47","67","5","250","2.8","8.1","21.4","31.2"
"Eastern Buffer","EM3","1988-11-18","1","Middle Water","N/A","1.5","0.06","0.51","0.28","0.052","0.42","71","5.3","200","3","8.1","21.3","31.3"
"Eastern Buffer","EM3","1988-11-18","1","Bottom Water","0.1","2","0.06","0.5","0.25","0.044","0.4","75","5.5","280","3.5","8.1","21.2","31.3"
"Eastern Buffer","EM3","1988-12-12","1","Surface Water","<0.1","7.5","0.03","0.44","0.044","0.01","0.09","94","7.2","4","5.2","8.4","19.2","31.3"
"Eastern Buffer","EM3","1988-12-12","1","Middle Water","<0.1","7","0.03","0.2","0.044","0.007","0.09","94","7.2","16","4.9","8.4","19.1","31.3"
"Eastern Buffer","EM3","1988-12-12","1","Bottom Water","0.1","7","0.02","0.27","0.081","0.009","0.13","94","7.2","14","8.7","8.4","19.1","31.4"
"Eastern Buffer","EM3","1989-01-09","1","Surface Water","0.1","3.8","0.05","0.57","0.12","0.024","0.21","81","6.5","N/A","5.2","8.4","17.4","31.7"
"Eastern Buffer","EM3","1989-01-09","1","Middle Water","0.4","3","0.02","0.72","0.053","0.016","0.15","91","7.3","310","4.3","8.4","17.1","31.7"
"Eastern Buffer","EM3","1989-01-09","1","Bottom Water","<0.1","2","<0.02","0.91","0.014","0.007","0.11","95","7.5","28","4.6","8.4","17","31.7"
"Eastern Buffer","EM3","1989-02-13","1","Surface Water","0.2","1","0.02","0.31","0.023","0.01","0.11","95","7.9","2","2.3","8.3","14.8","31.9"
"Eastern Buffer","EM3","1989-02-13","1","Middle Water","0.4","1.5","0.06","0.43","0.017","0.008","0.1","95","8","14","3.3","8.3","14.7","31.9"
"Eastern Buffer","EM3","1989-02-13","1","Bottom Water","0.3","1.5","0.03","0.39","0.017","0.012","0.1","95","7.9","9","3.3","8.3","14.7","31.9"
"Eastern Buffer","EM3","1989-03-10","1","Surface Water","0.5","2","0.02","0.3","0.033","0.008","0.06","97","7.9","9","2.9","8.3","16","33.3"
"Eastern Buffer","EM3","1989-03-10","1","Middle Water","0.3","3","0.02","0.27","0.023","0.012","0.05","99","8","13","2.9","8.4","16.2","33.6"
"Eastern Buffer","EM3","1989-03-10","1","Bottom Water","0.2","4","<0.02","0.94","0.01","0.012","0.03","99","7.9","1","4.4","8.4","16.2","33.6"
"Eastern Buffer","EM3","1989-04-10","1","Surface Water","0.2","1","<0.02","0.18","0.018","<0.005","0.03","88","6.8","600","2.4","8.3","18.3","33.4"
"Eastern Buffer","EM3","1989-04-10","1","Middle Water","<0.1","2","<0.02","0.16","0.024","<0.005","0.04","88","6.8","1100","2","8.3","18.2","33.5"
"Eastern Buffer","EM3","1989-04-10","1","Bottom Water","0.1","0.5","<0.02","0.14","0.026","0.005","0.04","88","6.8","3100","2.7","8.3","18.3","33.7"
"Eastern Buffer","EM3","1989-05-08","1","Surface Water","0.9","1.5","0.03","0.43","0.098","0.02","0.14","76","5.5","93","5.5","8.3","23.4","32.3"
"Eastern Buffer","EM3","1989-05-08","1","Middle Water","0.5","1","0.02","0.31","0.013","<0.005","0.03","88","6.5","16","4.5","8.3","22.3","33"
"Eastern Buffer","EM3","1989-05-08","1","Bottom Water","0.3","1.5","<0.02","0.29","0.031","0.013","0.05","87","6.5","37","4.5","8.3","22.2","33.2"
"Eastern Buffer","EM3","1989-06-06","1","Surface Water","1","0.5","0.02","0.37","0.089","0.018","0.13","87","6.2","48","3.8","8.2","23.3","33.9"
"Eastern Buffer","EM3","1989-06-06","1","Middle Water","0.9","1.5","0.02","0.44","0.099","0.017","0.14","82","5.9","97","6.1","8.3","23.2","33.8"
"Eastern Buffer","EM3","1989-06-06","1","Bottom Water","0.7","1","0.02","0.35","0.1","0.017","0.14","89","6.4","2","7.5","8.3","22.8","33.8"
"Eastern Buffer","EM3","1989-07-10","1","Surface Water","2","4","0.02","0.2","<0.005","<0.005","0.01","107","7.2","1","3.4","8.8","27.6","28"
"Eastern Buffer","EM3","1989-07-10","1","Middle Water","2.3","7.5","0.02","0.27","0.007","<0.005","0.02","107","7.1","1","3.1","8.8","27.7","28.3"
"Eastern Buffer","EM3","1989-07-10","1","Bottom Water","2.1","11","0.03","0.27","0.013","<0.005","0.06","78","5.5","2","3.7","8.7","25.2","31.9"
"Eastern Buffer","EM3","1989-08-07","1","Surface Water","0.8","3","0.07","0.49","0.11","0.02","0.19","65","4.4","13","3.8","8.6","24.2","32.8"
"Eastern Buffer","EM3","1989-08-07","1","Middle Water","0.8","4.5","0.03","0.27","0.008","0.019","0.05","65","4.5","240","3.9","8.7","23","33.6"
"Eastern Buffer","EM3","1989-08-07","1","Bottom Water","0.7","1","0.02","0.18","0.01","0.02","0.09","55","4","10","4.5","8.6","22","34"
"Eastern Buffer","EM3","1989-09-08","1","Surface Water","1.7","2","<0.02","0.31","0.044","0.009","0.07","97","6.3","10","2.4","8.7","28.7","30.4"
"Eastern Buffer","EM3","1989-09-08","1","Middle Water","1.8","2","<0.02","0.45","0.085","0.009","0.14","90","5.8","1","1.3","8.8","28.4","30.8"
"Eastern Buffer","EM3","1989-09-08","1","Bottom Water","1.7","2","0.02","0.48","0.09","0.018","0.15","54","3.6","10","4.5","8.5","26.7","32.3"
"Eastern Buffer","EM3","1989-10-10","1","Surface Water","0.5","6.5","0.02","0.31","0.012","0.017","0.07","94","6.2","10","5.6","8.6","26.6","32.6"
