"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"Junk Bay","JM3","1991-03-05","1","Bottom Water","0.5","2.5","0.05","1.59","0.14","0.039","0.23","83","6.7","740","2.3","8.1","15.8","31.7"
"Junk Bay","JM3","1991-04-09","1","Surface Water","1.1","3.5","0.1","0.76","0.13","0.023","0.21","83","6.8","170","2","8","19.9","33"
"Junk Bay","JM3","1991-04-09","1","Middle Water","0.8","1","0.05","0.67","0.12","0.027","0.16","84","6.9","430","1.4","8.1","19.7","33.1"
"Junk Bay","JM3","1991-04-09","1","Bottom Water","0.6","11","0.14","0.17","0.076","0.022","0.1","84","6.9","190","1.2","8","19.6","33.2"
"Junk Bay","JM3","1991-05-06","1","Surface Water","0.5","8.5","0.1","0.62","0.204","0.025","0.28","76","5.8","8","3.4","8","22.6","33.3"
"Junk Bay","JM3","1991-05-06","1","Middle Water","0.6","0.5","0.05","0.47","0.177","0.027","0.24","74","5.7","22","3.5","8","22.5","33.3"
"Junk Bay","JM3","1991-05-06","1","Bottom Water","0.5","17","0.05","0.4","0.112","0.017","0.14","79","6.1","190","16","8","22.3","33.4"
"Junk Bay","JM3","1991-06-03","1","Surface Water","3","10","0.08","0.77","0.487","0.035","0.53","127","8.6","12","1.4","8.4","26.9","31.6"
"Junk Bay","JM3","1991-06-03","1","Middle Water","2.1","1.5","0.08","1.74","0.125","0.024","0.15","86","6","22","1.6","8.3","25.2","32"
"Junk Bay","JM3","1991-06-03","1","Bottom Water","1.7","2","0.18","0.24","0.114","0.023","0.13","73","5.2","80","1.3","8.2","23.6","32.9"
"Junk Bay","JM3","1991-07-05","1","Surface Water","1.2","4","0.1","0.63","0.15","0.022","0.45","97","6.6","60","3.9","8.2","25.2","27.3"
"Junk Bay","JM3","1991-07-05","1","Middle Water","0.8","2","0.13","0.51","0.176","0.02","0.45","95","6.6","52","3.4","8.2","25.1","27.5"
"Junk Bay","JM3","1991-07-05","1","Bottom Water","0.3","13","0.18","0.47","0.091","0.031","0.25","49","3.6","220","22","8.2","21.7","33.2"
"Junk Bay","JM3","1991-08-05","1","Surface Water","1.6","1.5","0.04","0.5","0.129","0.013","0.25","130","9.2","5","1.4","8.4","24.6","29.7"
"Junk Bay","JM3","1991-08-05","1","Middle Water","1.7","1.5","0.04","0.55","0.143","0.015","0.26","125","8.8","36","1.7","8.4","24","29.9"
"Junk Bay","JM3","1991-08-05","1","Bottom Water","1.5","3","0.06","0.62","0.171","0.024","0.31","33","2.5","36","2.6","8.1","21.4","32"
"Junk Bay","JM3","1991-09-10","1","Surface Water","N/A","3","0.2","0.68","0.171","0.038","0.37","54","3.7","330","4.5","8.1","24.6","31.9"
"Junk Bay","JM3","1991-09-10","1","Middle Water","N/A","2.5","0.18","0.45","0.18","0.036","0.33","57","4","190","3.3","8.1","24.5","32"
"Junk Bay","JM3","1991-09-10","1","Bottom Water","N/A","2.5","0.16","0.44","0.147","0.037","0.33","59","4.1","200","2.5","8.1","23.9","32.6"
"Junk Bay","JM3","1991-10-07","1","Surface Water","0.5","3","0.23","0.59","0.331","0.068","0.41","72","4.9","70","2.1","7.9","25.5","32.6"
"Junk Bay","JM3","1991-10-07","1","Middle Water","0.5","3","0.24","0.64","0.295","0.053","0.35","74","5.1","230","3.2","7.9","25.2","32.6"
"Junk Bay","JM3","1991-10-07","1","Bottom Water","0.5","3.5","0.2","0.59","0.247","0.04","0.33","79","5.5","400","4.5","7.9","25.2","32.8"
"Junk Bay","JM3","1991-11-04","1","Surface Water","1.1","4","0.08","0.67","0.29","0.022","0.45","95","7.1","22","1.5","8","23.8","32.3"
"Junk Bay","JM3","1991-11-04","1","Middle Water","0.7","3.5","0.09","0.89","0.631","0.031","0.78","90","6.7","21","1.7","8","23.8","32.7"
"Junk Bay","JM3","1991-11-04","1","Bottom Water","0.2","3.5","0.22","0.82","0.355","0.041","0.48","78","5.9","20","1.4","8","23.7","32.8"
"Junk Bay","JM3","1991-12-03","1","Surface Water","0.9","4","0.1","0.66","0.33","0.049","0.53","79","6.3","40","3.2","7.8","20.9","31.3"
"Junk Bay","JM3","1991-12-03","1","Middle Water","1.1","4.5","0.14","0.62","0.313","0.056","0.46","72","5.7","380","3.8","7.9","20.8","31.5"
"Junk Bay","JM3","1991-12-03","1","Bottom Water","1","4","0.19","0.78","0.421","0.052","0.66","67","5.4","240","3.4","8","20.7","31.5"
"Junk Bay","JM3","1992-01-03","1","Surface Water","0.8","3","0.17","0.53","0.24","0.052","0.35","N/A","N/A","610","3.2","8.9","16.2","34.9"
"Junk Bay","JM3","1992-01-03","1","Middle Water","0.9","10","0.11","0.38","0.177","0.025","0.29","N/A","N/A","400","7.8","8.8","16.4","34.4"
"Junk Bay","JM3","1992-01-03","1","Bottom Water","0.8","11","0.1","0.4","0.129","0.022","0.24","N/A","N/A","430","7.8","8.9","16.5","34.7"
"Junk Bay","JM3","1992-02-14","1","Surface Water","1.1","4.5","0.13","0.44","0.14","0.022","0.21","80","6.6","1400","4.1","8.1","15.6","32"
"Junk Bay","JM3","1992-02-14","1","Middle Water","0.8","4.5","0.11","0.44","0.136","0.022","0.21","81","6.7","2000","3.7","8.1","15.6","32"
"Junk Bay","JM3","1992-02-14","1","Bottom Water","0.9","5","0.18","0.42","0.122","0.021","0.21","86","7.1","800","3.8","8.1","15.6","32.1"
"Junk Bay","JM3","1992-03-04","1","Surface Water","0.9","4.5","0.14","0.39","0.219","0.029","0.33","83","6.7","1800","3.3","8","16.6","31.3"
"Junk Bay","JM3","1992-03-04","1","Middle Water","1","5.5","0.11","0.4","0.217","0.027","0.32","84","6.7","1100","3.3","8","16.6","31.3"
"Junk Bay","JM3","1992-03-04","1","Bottom Water","1","5","0.15","0.36","0.212","0.028","0.32","75","6","2100","2.7","8","16.5","31.7"
"Junk Bay","JM3","1992-04-01","1","Surface Water","0.8","3","0.18","0.64","0.203","0.026","0.26","68","5.7","330","3.5","8.1","18.3","32.7"
"Junk Bay","JM3","1992-04-01","1","Middle Water","0.7","3","0.16","0.63","0.181","0.027","0.23","58","5","900","3.2","8.1","18","32.8"
"Junk Bay","JM3","1992-04-01","1","Bottom Water","0.6","4.5","0.18","0.54","0.142","0.019","0.2","50","4.3","510","4.3","8","17.9","32.7"
"Junk Bay","JM3","1992-05-04","1","Surface Water","1.6","1","0.07","0.37","0.115","0.012","0.17","90","6.4","70","3","8.2","23.2","29.9"
"Junk Bay","JM3","1992-05-04","1","Middle Water","0.9","4","0.08","0.23","0.102","0.01","0.15","88","6.3","550","3.6","8.2","23.2","29.9"
"Junk Bay","JM3","1992-05-04","1","Bottom Water","0.8","5","0.1","0.22","0.104","0.011","0.16","82","5.8","760","4.2","8.2","23","30.2"
"Junk Bay","JM3","1992-06-01","1","Surface Water","1.5","2","0.12","0.65","0.251","0.022","0.35","79","5.5","230","1.8","8.2","25","31.3"
"Junk Bay","JM3","1992-06-01","1","Middle Water","1.4","3","0.08","0.6","0.229","0.023","0.31","82","5.7","1","1.9","8.2","24.9","31.6"
"Junk Bay","JM3","1992-06-01","1","Bottom Water","1","4","0.1","0.42","0.141","0.021","0.21","81","5.7","170","3.2","8.2","24.9","31.7"
"Junk Bay","JM3","1992-07-03","1","Surface Water","2.1","4","0.02","0.73","0.239","0.014","0.4","100","6.5","70","4.9","8.4","28.6","27.6"
"Junk Bay","JM3","1992-07-03","1","Middle Water","1.7","5","0.12","0.61","0.187","0.018","0.32","67","4.4","400","4.8","8.4","28","28.9"
"Junk Bay","JM3","1992-07-03","1","Bottom Water","1.1","7","0.03","0.55","0.185","0.023","0.3","68","4.5","1200","6.5","8.3","27.8","29.9"
"Junk Bay","JM3","1992-08-03","1","Surface Water","1.9","5","0.2","0.67","0.162","0.037","0.26","81","5.3","330","5.1","7.9","25.7","31.5"
"Junk Bay","JM3","1992-08-03","1","Middle Water","1.4","5.5","0.19","0.7","0.154","0.057","0.25","62","4.4","800","5.8","7.8","23.6","32.6"
"Junk Bay","JM3","1992-08-03","1","Bottom Water","0.8","12","0.19","0.57","0.065","0.037","0.16","69","4.9","1200","11","7.8","23.4","33"
"Junk Bay","JM3","1992-09-02","1","Surface Water","2.6","5.5","0.11","0.46","0.223","0.009","0.31","98","6.4","20","3.7","8.1","29.3","31.4"
"Junk Bay","JM3","1992-09-02","1","Middle Water","1.1","4","0.08","0.44","0.303","0.044","0.35","58","3.7","260","4.3","7.9","29","31.4"
"Junk Bay","JM3","1992-09-02","1","Bottom Water","1","6","0.05","0.56","0.302","0.042","0.35","50","3.2","410","5.7","7.9","28.7","31.4"
"Junk Bay","JM3","1992-10-02","1","Surface Water","0.8","3.5","0.12","1.03","0.335","0.055","0.48","87","5.7","700","3.4","8","28.4","32"
"Junk Bay","JM3","1992-10-02","1","Middle Water","0.7","3","0.15","1.01","0.354","0.054","0.53","92","6.1","370","2.6","8","28.3","32"
"Junk Bay","JM3","1992-10-02","1","Bottom Water","0.7","4","0.14","1.04","0.34","0.054","0.51","93","6.1","1300","3.5","8","28.2","32.4"
"Junk Bay","JM3","1992-11-12","1","Surface Water","0.5","4","0.09","0.85","0.203","0.058","0.33","81","6","120","3.6","8.1","21.5","32.9"
"Junk Bay","JM3","1992-11-12","1","Middle Water","0.6","5","0.06","0.69","0.178","0.051","0.29","81","6.1","410","4.2","8","21.3","32.9"
"Junk Bay","JM3","1992-11-12","1","Bottom Water","0.4","4","0.07","0.77","0.183","0.055","0.31","85","6.4","440","4.4","8","21","32.9"
"Junk Bay","JM3","1992-12-02","1","Surface Water","0.7","14","0.2","0.75","0.292","0.044","0.43","97","7.2","42","3.4","8","20.2","33"
"Junk Bay","JM3","1992-12-02","1","Middle Water","0.7","5","0.21","0.75","0.301","0.032","0.41","80","5.8","80","3.2","8","20.1","33"
"Junk Bay","JM3","1992-12-02","1","Bottom Water","0.9","5.5","0.22","2.05","0.331","0.036","0.55","112","8.4","100","5","8","20.1","33"
"Junk Bay","JM3","1993-01-18","1","Surface Water","0.2","4","0.15","0.51","0.121","0.019","0.17","N/A","N/A","1200","4.1","8.5","17.2","33.4"
"Junk Bay","JM3","1993-01-18","1","Middle Water","0.4","4","0.16","0.52","0.127","0.022","0.18","N/A","N/A","700","4.2","8.2","17.2","33.4"
"Junk Bay","JM3","1993-01-18","1","Bottom Water","0.1","5","0.16","0.53","0.126","0.018","0.18","N/A","N/A","1300","4.1","8.2","16.6","33.6"
"Junk Bay","JM3","1993-02-10","1","Surface Water","0.7","14","0.1","0.99","0.205","0.102","0.27","78","7","1700","11","8.2","16.8","33.5"
"Junk Bay","JM3","1993-02-10","1","Middle Water","0.7","8","0.13","1.35","0.209","0.095","0.26","64","5.7","2400","9.3","8.2","16.8","33.5"
"Junk Bay","JM3","1993-02-10","1","Bottom Water","0.8","23","0.11","0.91","0.151","0.085","0.2","75","6.6","1500","9.7","8.2","16.9","33.7"
"Junk Bay","JM3","1993-03-08","1","Surface Water","0.8","2.5","0.1","0.67","0.226","0.048","0.37","79","7","700","4","8.2","17.3","33.4"
"Junk Bay","JM3","1993-03-08","1","Middle Water","0.7","3","0.08","0.86","0.24","0.039","0.4","78","6.8","1100","3","8.2","17.3","33.4"
"Junk Bay","JM3","1993-03-08","1","Bottom Water","0.6","4","0.12","0.64","0.207","0.039","0.36","78","6.8","800","3.5","8.2","17.2","33.3"
"Junk Bay","JM3","1993-04-02","1","Surface Water","0.6","2","0.09","0.91","0.057","0.052","0.44","76","5.7","320","2.7","8.1","19.3","33.4"
"Junk Bay","JM3","1993-04-02","1","Middle Water","0.6","3","0.09","0.78","0.062","0.051","0.4","79","6","470","3.9","8.2","19.1","33.4"
"Junk Bay","JM3","1993-04-02","1","Bottom Water","0.6","3.5","0.11","0.65","0.065","0.054","0.38","84","6.4","310","4.5","8.1","19.1","33.5"
"Junk Bay","JM3","1993-05-03","1","Surface Water","0.8","4","0.09","1.08","0.029","0.062","0.59","52","4","1300","5.2","7.9","22","32.8"
"Junk Bay","JM3","1993-05-03","1","Middle Water","0.7","2.5","0.1","0.94","0.031","0.049","0.54","51","4","1300","4.6","8","21.9","32.9"
"Junk Bay","JM3","1993-05-03","1","Bottom Water","0.6","2.5","0.08","0.97","0.032","0.046","0.49","61","4.8","1100","6.9","8.1","21.6","33.4"
"Junk Bay","JM3","1993-06-09","1","Surface Water","2.9","2","0.19","0.47","0.017","0.055","0.4","74","5.2","750","1","8","24.1","32.5"
"Junk Bay","JM3","1993-06-09","1","Middle Water","3","2.5","0.2","0.39","0.017","0.07","0.33","71","5","700","0.7","8","23.5","33"
"Junk Bay","JM3","1993-06-09","1","Bottom Water","2.9","2.5","0.16","0.31","0.028","0.053","0.24","75","5.4","1100","0.6","8","22.5","34"
"Junk Bay","JM3","1993-07-12","1","Surface Water","5.1","4.5","0.05","0.6","0.214","0.009","0.43","109","7.5","20","5","8.4","28","26.5"
"Junk Bay","JM3","1993-07-12","1","Middle Water","4.1","5","0.06","0.74","0.231","0.021","0.5","93","6.4","300","7.2","8.3","27.3","27.1"
"Junk Bay","JM3","1993-07-12","1","Bottom Water","1.9","10","0.08","0.77","0.092","0.02","0.54","51","3.7","800","12.6","8.1","25.4","31.4"
"Junk Bay","JM3","1993-08-09","1","Surface Water","2.1","4.5","0.1","0.63","0.14","0.042","0.39","74","5.6","370","4.3","8.1","23.5","32.7"
"Junk Bay","JM3","1993-08-09","1","Middle Water","1.3","7.5","0.09","0.54","0.104","0.045","0.34","61","4.8","1300","4.2","8.1","22.2","33.7"
"Junk Bay","JM3","1993-08-09","1","Bottom Water","0.9","7.5","0.11","0.41","0.065","0.044","0.26","41","3.2","800","9.3","7.7","21.4","33.9"
"Junk Bay","JM3","1993-09-02","1","Surface Water","0.9","3","0.02","0.15","0.018","0.018","0.02","96","6.3","240","2.9","8.3","27.2","31.9"
"Junk Bay","JM3","1993-09-02","1","Middle Water","1","3","0.03","0.27","0.009","0.019","0.01","85","5.6","240","2.6","8.3","27","32"
"Junk Bay","JM3","1993-09-02","1","Bottom Water","0.7","4","0.04","0.49","0.193","0.037","0.27","78","5.2","800","3.5","8.3","26.7","32.2"
"Junk Bay","JM3","1993-10-04","1","Surface Water","0.8","7.3","0.1","0.37","0.192","0.027","0.26","87","5.8","1800","4.2","8.1","27","32.1"
"Junk Bay","JM3","1993-10-04","1","Middle Water","0.4","14","0.07","0.35","0.163","0.026","0.24","87","5.8","1900","4","8.2","26.8","32.3"
"Junk Bay","JM3","1993-10-04","1","Bottom Water","0.4","11","0.06","0.46","0.188","0.027","0.27","86","5.7","1400","22.9","8.2","26.8","32.3"
"Junk Bay","JM3","1993-11-01","1","Surface Water","0.6","19","0.07","0.39","0.246","0.039","0.34","88","6.1","430","4.3","8.1","24.1","32.6"
"Junk Bay","JM3","1993-11-01","1","Middle Water","0.4","10","0.1","0.44","0.223","0.034","0.31","88","6.1","1200","4.5","8.2","23.9","32.6"
"Junk Bay","JM3","1993-11-01","1","Bottom Water","0.4","9.5","0.08","0.45","0.224","0.033","0.33","95","6.7","1600","7.5","8.2","23.2","32.6"
"Junk Bay","JM3","1993-12-01","1","Surface Water","0.7","3.6","0.06","1.2","0.191","0.037","0.24","89","6.5","700","2.3","8.1","21.6","32.5"
"Junk Bay","JM3","1993-12-01","1","Middle Water","0.6","4.8","0.07","1.1","0.16","0.032","0.21","82","6","1300","2.9","8.2","21.5","32.6"
"Junk Bay","JM3","1993-12-01","1","Bottom Water","0.5","4.5","0.05","0.83","0.201","0.03","0.31","89","6.5","150","3.5","8.2","21.4","32.8"
"Junk Bay","JM3","1994-01-03","1","Surface Water","0.6","3.5","0.09","1.02","0.363","0.058","0.55","66","5.2","1800","2.7","8.1","17.8","31"
"Junk Bay","JM3","1994-01-03","1","Middle Water","0.6","2.9","0.09","0.95","0.348","0.056","0.53","69","5.5","1700","2.7","8.1","17.7","30.9"
"Junk Bay","JM3","1994-01-03","1","Bottom Water","0.7","2.7","0.07","0.95","0.33","0.059","0.52","70","5.5","1800","2.1","8.1","17.6","30.9"
"Junk Bay","JM3","1994-01-31","1","Surface Water","1.2","4.7","0.05","0.55","0.18","0.033","0.25","86","6.9","900","3","8.3","16.7","31.8"
"Junk Bay","JM3","1994-01-31","1","Middle Water","0.6","4.9","0.05","0.65","0.188","0.031","0.26","88","7","800","4.5","8.3","16.6","31.8"
"Junk Bay","JM3","1994-01-31","1","Bottom Water","0.5","13","0.05","0.53","0.133","0.027","0.18","91","7.4","1700","6.1","8.3","16.5","31.2"
"Junk Bay","JM3","1994-03-02","1","Surface Water","0.4","7.3","0.06","0.86","0.156","0.03","0.24","87","6.9","1200","3.1","8.3","16.9","32.6"
"Junk Bay","JM3","1994-03-02","1","Middle Water","0.4","5.9","0.06","0.84","0.145","0.03","0.22","81","6.4","1700","4.1","8.3","17","33"
"Junk Bay","JM3","1994-03-02","1","Bottom Water","0.3","9.9","0.05","0.69","0.122","0.026","0.2","84","6.6","1100","5.9","8.4","17.1","33.1"
"Junk Bay","JM3","1994-03-31","1","Surface Water","0.8","4.3","0.06","0.53","0.174","0.034","0.22","73","5.6","N/A","3.1","8","18.6","33.3"
"Junk Bay","JM3","1994-03-31","1","Middle Water","0.5","5.2","0.07","0.42","0.16","0.027","0.2","67","5.1","N/A","3.5","8","18.5","33.4"
"Junk Bay","JM3","1994-03-31","1","Bottom Water","0.3","7.3","0.06","0.33","0.144","0.026","0.18","73","5.6","N/A","4.2","8.1","18.5","33.4"
"Junk Bay","JM3","1994-05-02","1","Surface Water","0.7","4","0.06","0.42","0.193","0.035","0.27","65","4.5","220","2.5","8.1","24.7","32.9"
"Junk Bay","JM3","1994-05-02","1","Middle Water","0.6","3.1","0.07","0.4","0.172","0.022","0.25","66","4.5","260","2.3","8.1","24.6","32.9"
"Junk Bay","JM3","1994-05-02","1","Bottom Water","0.4","4.6","0.06","0.45","0.183","0.033","0.26","65","4.5","250","4.5","8.1","24.2","33.4"
"Junk Bay","JM3","1994-06-01","1","Surface Water","0.6","2","0.09","0.82","0.108","0.016","0.18","77","5.1","290","2.7","8.3","26.7","31.8"
"Junk Bay","JM3","1994-06-01","1","Middle Water","0.6","2.4","0.1","0.77","0.139","0.016","0.2","69","4.7","500","2.7","8.3","26.4","31.9"
"Junk Bay","JM3","1994-06-01","1","Bottom Water","0.5","2.6","0.12","0.72","0.145","0.021","0.21","63","4.2","900","3.1","8.3","26.4","31.9"
"Junk Bay","JM3","1994-07-04","1","Surface Water","1.5","2.4","0.04","0.4","0.096","0.03","0.27","84","5.7","130","3.1","8.3","28.4","25.3"
"Junk Bay","JM3","1994-07-04","1","Middle Water","1.3","2.1","0.03","0.42","0.09","0.03","0.27","88","5.9","60","3.2","8.3","28.4","26.2"
"Junk Bay","JM3","1994-07-04","1","Bottom Water","1.4","1.4","0.04","0.3","0.093","0.031","0.27","83","5.6","90","3.1","8.2","27.9","26.8"
"Junk Bay","JM3","1994-08-03","1","Surface Water","1.1","2.9","0.04","0.44","0.142","0.019","0.31","125","8.4","230","3.4","8.5","29.2","23.2"
"Junk Bay","JM3","1994-08-03","1","Middle Water","1.2","3.2","0.06","0.4","0.134","0.022","0.3","113","7.6","230","3.2","8.4","28.5","23.7"
"Junk Bay","JM3","1994-08-03","1","Bottom Water","1.1","3","0.09","0.35","0.173","0.022","0.33","68","4.7","420","3.9","8.2","26.7","27.7"
"Junk Bay","JM3","1994-09-05","1","Surface Water","0.9","2.5","0.06","0.58","0.241","0.033","0.27","79","5.4","300","2.9","8","28","31.3"
"Junk Bay","JM3","1994-09-05","1","Middle Water","0.8","2.4","0.05","0.59","0.16","0.028","0.18","83","5.5","180","2.1","8.1","28","31.4"
"Junk Bay","JM3","1994-09-05","1","Bottom Water","0.9","2.8","0.04","0.57","0.145","0.028","0.17","79","5.4","210","2.5","8.1","27.3","31.5"
"Junk Bay","JM3","1994-10-03","1","Surface Water","0.4","2.1","0.04","0.22","0.043","0.023","0.05","99","6.5","50","4.1","8.1","27.6","31.9"
"Junk Bay","JM3","1994-10-03","1","Middle Water","0.6","2","0.04","0.33","0.068","0.024","0.08","97","6.4","130","4.5","8.1","27.4","32"
"Junk Bay","JM3","1994-10-03","1","Bottom Water","0.4","2.8","0.05","0.35","0.117","0.031","0.14","90","5.9","720","12.3","8.1","27.3","32"
"Junk Bay","JM3","1994-11-03","1","Surface Water","1.7","3.8","0.08","0.58","0.205","0.043","0.26","77","5.3","60","1.6","8.4","24.5","32.4"
"Junk Bay","JM3","1994-11-03","1","Middle Water","0.6","4.5","0.08","0.56","0.191","0.044","0.24","75","5.2","210","3","8.4","24.3","32.5"
"Junk Bay","JM3","1994-11-03","1","Bottom Water","0.6","5.4","0.07","0.53","0.187","0.04","0.24","75","5.2","490","8","8.5","24.3","32.5"
"Junk Bay","JM3","1994-12-01","1","Surface Water","0.5","2.4","0.06","0.45","0.249","0.046","0.29","84","5.9","1000","4","8","23.2","32.8"
"Junk Bay","JM3","1994-12-01","1","Middle Water","0.5","2.7","0.06","0.5","0.244","0.046","0.29","82","5.8","1500","1.5","8","23.2","32.8"
"Junk Bay","JM3","1994-12-01","1","Bottom Water","0.5","3.2","0.06","0.52","0.222","0.046","0.27","82","5.8","1700","3.4","8.1","23.1","32.9"
"Junk Bay","JM3","1995-01-04","1","Surface Water","0.6","3.6","0.1","0.87","0.22","0.047","0.27","80","6","580","2","7.9","19.3","33"
"Junk Bay","JM3","1995-01-04","1","Middle Water","0.6","4.1","0.1","0.86","0.21","0.047","0.26","75","5.7","1300","2.5","7.9","19.3","33.3"
"Junk Bay","JM3","1995-01-04","1","Bottom Water","0.6","5.4","0.09","1","0.21","0.041","0.26","76","5.7","1000","4.9","7.9","19.2","33.3"
"Junk Bay","JM3","1995-02-08","1","Surface Water","0.8","10","0.09","0.47","0.2","0.05","0.29","85","6.9","210","3.3","8","15.7","32.3"
"Junk Bay","JM3","1995-02-08","1","Middle Water","0.8","12","0.09","0.48","0.17","0.049","0.26","82","6.7","210","2.5","8.1","15.7","32.3"
"Junk Bay","JM3","1995-02-08","1","Bottom Water","0.8","11","0.09","0.59","0.17","0.05","0.26","82","6.7","540","1.6","8.1","15.6","32.4"
"Junk Bay","JM3","1995-03-06","1","Surface Water","0.7","12","0.08","0.53","0.24","0.067","0.37","84","6.9","460","3.1","8","15.3","31.9"
"Junk Bay","JM3","1995-03-06","1","Middle Water","0.7","10","0.07","0.37","0.16","0.035","0.29","86","7.1","300","3","8.1","15.2","32"
"Junk Bay","JM3","1995-03-06","1","Bottom Water","0.6","10","0.06","0.37","0.14","0.027","0.26","79","5.9","8500","2.7","8.1","15.1","31.9"
"Junk Bay","JM3","1995-04-03","1","Surface Water","0.3","5.6","0.05","0.32","0.18","0.036","0.24","100","7.9","900","3.1","8","17.1","32.5"
"Junk Bay","JM3","1995-04-03","1","Middle Water","0.3","3.7","0.05","0.26","0.13","0.033","0.17","92","7.3","700","3","8","17.1","32.6"
"Junk Bay","JM3","1995-04-03","1","Bottom Water","0.3","3.8","0.05","0.22","0.13","0.028","0.16","93","7.3","720","3","8.1","17.1","32.8"
"Junk Bay","JM3","1995-05-01","1","Surface Water","0.9","6.1","0.08","0.48","0.18","0.041","0.22","99","6.9","460","4.7","8","23.4","32.5"
"Junk Bay","JM3","1995-05-01","1","Middle Water","1","5.8","0.07","0.39","0.19","0.04","0.22","90","6.5","450","1.2","8","22.3","32.8"
"Junk Bay","JM3","1995-05-01","1","Bottom Water","0.7","6.1","0.06","0.35","0.1","0.03","0.12","91","6.6","520","6.9","8","21.9","33.1"
